id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
15364767,GreaterGood,,,HumanObservation,7918118c-dfc0-45a6-a940-02d77946ab64,mde-18701,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"T.R. Van Devender","W.E. Hall",,1988-03-25,,1988,3,25,85,,25-Mar-88,"Area also visited February 26, March 9, April 12, May 6, and September 27, 1988.","Steep, rocky limestone mountain side; Sonoran desertscrub.",,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,Pima,,"Ca. 1.6 KM NNE of Main Ridge of the Waterman Mountains, 6.1 km (by air) SE of Silver Bell (Mine), 23.2 km (by air) WSW of Marana.",,,,32.35611,-111.44889,,,"32§ 21m 22s 111§ 26m 56s",,,,,,704,,,,,,,,,"2023-07-16 07:02:03",,274,7918118c-dfc0-45a6-a940-02d77946ab64,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15364767
5563906,ARIZ,,,PreservedSpecimen,urn:uuid:7afb30b9-d2ca-41d9-a89b-dd3c3d5f68ee,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"S.P. McLaughlin",1988-03-19,,,,,,"S. P. McLaughlin","J. E. Bowers",4334,1988-03-19,,1988,3,19,79,,"March,19,1988",,"Desert grassland with Mesquite",,,,,,,,,,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Eragrostis lehmanniana"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Eragrostis lehmanniana"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,,,,,,,,,,,,,"United States",Arizona,"Pima County",,"Buenos Aires Nat Wildlife Refuge, Jct. Hwy 286 & Pozo Nuevo Coral Road, 22.5 mi south of Robles Jct.",,,,31.7903,-111.445,,5000,"T19S R09E S08 8 SW1/4",,,,,,990,,,,,"3250 ft.",,,,"2013-11-07 11:43:44",45809,2,c049aa7f-40dd-4876-8878-21f293d6265b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5563906
5563879,ARIZ,,,PreservedSpecimen,urn:uuid:79a1afb8-ede2-4345-adf1-7d1463e1903e,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"F. Shreve",1920-03-03,,,,,,"F. Shreve",,5433,1920-03-03,,1920,3,3,63,,"March,3,1920",,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,"Pima County",,"Sierrita Bajada",,,,31.8779,-111.1951,,30000,,,,,,,792,,,,,"2600 ft.",,,,"2013-11-07 11:43:44",45778,2,e03d40f6-e16c-4050-966f-d1b12942d771,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5563879
24869501,GreaterGood,,,HumanObservation,f5830b45-a5e7-4b36-bd99-dd370d93540d,mde-40232,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"T.R. Van Devender","A.L. Reina-G.",,2020-03-29,,2020,3,29,89,,29-Mar-2020,,"Desert grassland.",,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,Pima,,"10.6 km (by air) W of Amado.",,,,31.71028,-111.17806,,,"31° 42m 37s 111° 10m 41s",,,,,,1031,,,,,,,,,"2023-07-16 07:02:03",,274,f5830b45-a5e7-4b36-bd99-dd370d93540d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24869501
850335,ARIZ,,,PreservedSpecimen,urn:uuid:32c6c4c6-0272-40dd-bc3c-f9674a5e1a98,147019,"SAGU 6767","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"Barbara Veno",1977-01-01,,"As determined",,,,"R. J. Barr",,62-60,1962-02-27,,1962,2,27,58,58,"February,27,1962",,,,,,,,,,,,,,,Reproductive,,,,,,,,,,,,,"United States",Arizona,"Pima County",,"Saguaro National Park, Tucson Mountain District; near Picture Rocks Pass",,,,32.2787,-111.1826,,30000,,,,,,,,,,,,,,,,"2014-06-04 17:55:17",45757,2,2574257b-8513-4757-aa80-b573a796b6f8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=850335
5563909,ARIZ,,,PreservedSpecimen,urn:uuid:ea693e32-f9c5-49f6-b820-25badf1e125d,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"J.J. Thornber",1908-04-01,,,,,,"J. J. Thornber",,2906,1908-04-01,,1908,4,1,92,,"April,1,1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,"Pima County",,Arivaca,,,,31.5748,-111.3329,,1000,,,,,,,,,,,,,,,,"2013-11-07 11:43:44",45813,2,511b9fe5-7b34-42c8-a67a-785585307e5b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5563909
24869895,GreaterGood,,,HumanObservation,6b27d7b9-9ebe-4db8-89c0-4ee0b60587c6,mde-40626,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A.L. Reina-G.","T.R. Van Devender",,2020-04-06,,2020,4,6,97,,6-Apr-2020,,"Cemetery; Desert grassland.",,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,Pima,,Arivaca.,,,,31.57611,-111.33,,,"31° 34m 34s 111° 19m 48s",,,,,,1118,,,,,,,,,"2023-07-16 07:02:03",,274,6b27d7b9-9ebe-4db8-89c0-4ee0b60587c6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24869895
739125,ASU,Plants,,PreservedSpecimen,72da391b-ba72-4000-a97f-87f63831aa3d,,167843,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Larry C. Higgins",,6286,1973-03-24,,1973,3,24,83,,,,"Sandy soil; Larrea-desert shrub community",,,,,,,,,,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Larrea"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Larrea"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]","flowers & fruit",,0,,,,,,,,,,,USA,Arizona,"Pima County",,"Along Highway 86; 91 miles east of Ajo, AZ",,0,,32.362,-111.296,,,,,,"GEOLocate_032105; High precision","not reviewed",,,,,,,,,,roisan,"2023-07-16 07:02:03",116969,1,72da391b-ba72-4000-a97f-87f63831aa3d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=739125
3083921,DES,,,PreservedSpecimen,2d0b2270-6389-4625-bf95-a970c491f633,DES00006209,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"E.R. Blakley",,917,1950-08-17,,1950,8,17,229,229,,,"South slope.",Alluvial.,Scattered.,,,,,,,,,,,flowers,,,,,,,,,,,,,USA,Arizona,"Santa Cruz",,"2 mi. east of San Habe Creek on Arivaca Road.",,0,,31.621503,-111.408147,,8931,,kbarron,,"georef batch tool 2013-07-31; GeoLocate","reviewed - high confidence",,914,,,,,3000ft,,,eleanoreros,"2024-12-09 06:05:40",,5,2d0b2270-6389-4625-bf95-a970c491f633,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3083921
5563866,ARIZ,,,PreservedSpecimen,urn:uuid:df58cc0c-6575-4147-bde5-5dd74f6ba13f,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"T. R. Van Devender",1988-02-26,,,,,,"T. R. Van Devender",,88-52,1988-02-26,,1988,2,26,57,57,"February,26,1988",,"In moist soil near small wash",,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,"Pima County",,"Waterman Mountains.",,,,32.357,-111.449,,5000,"T12S R09E S29 29 SE1/4, SW1/4",,,,,,719,,,,,"2360 ft.",,,,"2013-11-07 11:43:44",45764,2,ece656a0-c8dc-404d-8a39-319d511ac512,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5563866
850418,ARIZ,,,PreservedSpecimen,urn:uuid:e9271be4-4935-4161-b625-ae313abf0d0b,372367,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"Steven P. McLaughlin",2001-04-02,,,,,,"Steven P. McLaughlin","Betsy Lewis, Rick Gagnon",9132,2001-04-02,,2001,4,2,92,,"April,2,2001",,,,,,,,,,,,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Astragalus allochrous"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Descurainia sophia"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Argemone below Prosopis velutina"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Astragalus allochrous"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Descurainia sophia"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Argemone below Prosopis velutina"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz County",,"Sonoita Creek State Natural Area; Along Sonoita Creek",,,,31.47825,-110.88872,,,"UTM: 12 510570 3482610",,,,,,1110,,,,,,,,,"2013-11-07 11:43:44",75943,2,69845e73-0760-4814-878e-0c4a734cbf60,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=850418
19853936,SEINet,,,Observation,81b14cf9-43c5-4a23-9e84-8a37fa325a43,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Sue Carnahan",,2927,2018-03-30,,2018,3,30,89,,,PAPAZ.,"Oak-mesquite grassland.",,"Annual forb.",,,,,,,,,,"Prosopis velutina, Quercus emoryi, Quercus oblongifolia, Fouquieria splendens, Dasylirion wheeleri, Ferocactus wislizeni, Calliandra eriophylla, Dipterostemon capitatus, Cylindropuntia spinosior, Mandevilla brachysiphon, Verbena xylopoda, Bouteloua curtipendula, Bothriochloa barbinodis, Lupinus sparsiflorus, Pectocarya platycarpa, Eriogonum abertianum.",,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz",,"Salero Ranch: Unit 5, Montezuma Well Rd.",,,,31.55473,-110.84819,WGS84,,,,,,,,1352,,,,,"4435 ft",,,suecar,"2023-07-16 07:02:03",,102,81b14cf9-43c5-4a23-9e84-8a37fa325a43,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=19853936
21746266,ARIZ,,,PreservedSpecimen,urn:uuid:68dbb35c-74a2-4c82-8bec-daa9a4e55bd5,436691,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"S. Carnahan",2018,,,,,,"Sue Carnahan",,2927,2018-03-30,,2018,3,30,89,,"30 March 2018",PAPAZ.,"Oak-mesquite grassland.",,"Annual forb.",,,,,,,,,,"Prosopis velutina, Quercus emoryi, Quercus oblongifolia, Fouquieria splendens, Dasylirion wheeleri, Ferocactus wislizeni, Calliandra eriophylla, Dipterostemon capitatus, Cylindropuntia spinosior, Mandevilla brachysiphon, Verbena xylopoda, Bouteloua curtipendula, Bothriochloa barbinodis, Lupinus sparsiflorus, Pectocarya platycarpa, Eriogonum abertianum.",,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz",,"Salero Ranch: Unit 5, Montezuma Well Rd.",,,,31.55473,-110.84819,WGS84,,,,,,,,1352,,,,,"4435 ft",,,ocotillo,"2019-04-26 10:08:41",356877,2,da9978a5-4a25-445a-aa89-74fa084c8db3,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21746266
850416,ARIZ,,,PreservedSpecimen,urn:uuid:53929021-1a64-4795-83e1-d8c81a99cd04,367048,"TUMA 8390","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"Patricia P. Guertin",2001-02-22,,,,,,"Patricia P. Guertin",,107,2001-02-22,,2001,2,22,53,53,"February,22,2001",,"Semi-desert grassland; dry benches east off of Santa Cruz River.",,"flowers: white",,,,,,,,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""annual"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""perennial grasses"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Prosopis velutina"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Acacia"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""annual"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""perennial grasses"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Prosopis velutina"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Acacia"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",Reproductive,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz County",,"Tumacacori National Historical Park; Calabazas Unit.",,,,31.453639,-110.958917,,,,,,,,,1036,,,,,"3400 ft.",,,,"2014-06-04 17:55:17",67839,2,08d8f4e1-2617-4904-93e4-ac96f7cadeb3,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=850416
850412,ARIZ,,,PreservedSpecimen,urn:uuid:6886e4c9-585a-4fad-8ec2-c11b76d93f8e,373189,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"Steven P. McLaughlin",2001-01-22,,,,,,"Steven P. McLaughlin",,8845,2001-01-22,,2001,1,22,22,22,"January,22,2001",,,,,,,,,,,,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Opuntia santa-rita"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Celtis pallida"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Mimosa dysocarpa"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Erythrina flabelliformis"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,"[{""type"":""symbiotaAssociations"",""version"":""1.0"",""associations"":[{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Opuntia santa-rita"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Celtis pallida"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Mimosa dysocarpa"",""type"":""genericObservation""},{""associationType"":""observational"",""relationship"":""ecologicallyOccursWith"",""verbatimSciname"":""Erythrina flabelliformis"",""type"":""genericObservation""}]},{""type"":""verbatimText"",""verbatimText"":""""}]",,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz County",,"Sonoita Creek State Natural Area; Rocky west facing slope northeast of Chivas Tank",,,,31.50986,-110.93694,,,"UTM: 12 505987 3486110",,,,,,1190,,,,,,,,,"2013-11-07 11:43:44",67834,2,8d39aedf-1548-4474-bc71-f80acf0a6e05,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=850412
2789585,NY,,,PreservedSpecimen,3c6aba56-0e55-4899-bd77-531227aaa6d8,43252,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"C. R. Annable",1995,,,,,,"C. R. Annable",,2373,1995-04-08,,1995,4,8,98,98,"08 Apr 1995","Received 6/2/95","Desert Grassland Transition",,,,,,,,,,,,,,,,,,,,sheet,,,,,,"United States of America",Arizona,"Santa Cruz Co.",,"Coronado National Forest, W of Carmen Interchange (I-19), towards Rock Corral Springs",,,,31.55,-111.05,,,,,,,,,,,,,,,,en,,"2025-01-30 08:07:12",3c6aba56-0e55-4899-bd77-531227aaa6d8,40,254f740c-da55-497b-afca-c8cd249dafd2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2789585
24913904,GreaterGood,,,HumanObservation,7a5e71a1-294a-4b38-bf81-6d3ce2199df9,mde-43326,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"T.R. Van Devender","A.L. Reina-G.",,2020-04-19,,2020,4,19,110,,19-Apr-2020,,"Cemetery; Desert grassland.",,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arizona,"Santa Cruz",,Tubac.,,,,31.61611,-111.04861,,,"31° 36m 58s 111° 2m 55s",,,,,,980,,,,,,,,,"2023-07-16 07:02:03",,274,7a5e71a1-294a-4b38-bf81-6d3ce2199df9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24913904
4142882,SEINet,,,Observation,ddbefcfc-f612-41e8-9a15-bc03e49ee816,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Sue Carnahan",,"SC 288",2014-02-11,,2014,2,11,42,,,"PAPAZ; duplicates to ASU, USON","S-facing, gentle slope; disturbed area near house. in mesquite grassland",,"Common annual, 3cm; tiny white flowers; fruits toothed, recurved",,,,,,,,,,"Prosopis velutina, Fouquieria splendens, Gossypium thurberi, Datura wrightii, Ferocactus wislizeni, Eragrostis lehmanniana, Heteropogon contortus, Aristida ternipes, Camissonia chamaenerioides, Cistanthe monandra, Sida abutifolia, Allionia incarnata",,,0,,,,,,,,,,,"United States",Arizona,"Santa Cruz",,"Salero Ranch: Lot 10, Unit 1; ~8 mi E of Tubac",,0,,31.60992,-110.90758,WGS84,,,,,,,,1312,,,,,4306ft,,,suecar,"2023-07-16 07:02:03",,102,ddbefcfc-f612-41e8-9a15-bc03e49ee816,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4142882
