id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
147004,NMC,,,PreservedSpecimen,,73495,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"E.M. Jercinovic",,419,2004-04-27,,2004,4,27,118,,,,,,,,,,,,,,,,"Convolvulus equitans, Gomphrena caespitosa, Dalea pogonathera, Phacelia bombycina",,,,,,,,,,,,,,"United States","New Mexico",Luna,,"Lobo Draw, Florida Mtns",,,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",73495,22,6837ff02-bbdc-49a1-8254-50bd8bfb60df,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147004
147005,NMC,,,PreservedSpecimen,,61798,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"L. McIntosh",,2597,1993-04-01,,1993,4,1,91,,,,"Occasional on a 15 degree NW-facing rhyolitic slope",,"Corolla white",,,,,,,,,,"with Agave palmeri, Bouteloua curtipendula, Xanthocephalum sarothrae, Verbena wrightii",,,,,,,,,,,,,,"United States","New Mexico",Hidalgo,,"Beacon Hill, Antelope Pass, Peloncillo Mountains.",,,,,,,,,,,,,,1372,,,,,4500ft,,,,"2023-07-16 07:02:03",61798,22,f5fb8d33-b2ad-4ce3-872b-2955eccb56d2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147005
147006,NMC,,,PreservedSpecimen,,53558,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"R.D. Worthington",,10177,1983-04-30,,1983,4,30,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","New Mexico",Hidalgo,,"Apache Hills, slpoes about the Apache mine.",,,,,,,,,,,,,,1524,,,,,"4700 - 5000ft",,,,"2023-07-16 07:02:03",53558,22,339958b5-1392-4e3d-8afb-c7c48432254f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147006
147007,NMC,,,PreservedSpecimen,,53496,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"R.W. Spellenberg and M. Spellenberg",,6454,1982-04-09,,1982,4,9,99,,,,"In Granite gap, Gentle S slope in granitic sand",,,,,,,,,,,,"w/ whitethorn, Opuntia spinosior, Eriogonum rotundifolium, Spermolepis, Cassia",,,,,,,,,,,,,,"United States","New Mexico",Hidalgo,,"About 12 miles S of Road Forks on U.S. Hwy. 80",,,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",53496,22,d3c2b7f2-f2b4-4e6c-8f30-43051844f827,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147007
147008,NMC,,,PreservedSpecimen,,43668,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"B. Veno",1982,,,,,,"R.W. Spellenberg and M. Spellenberg",,3036,1973-04-20,,1973,4,20,110,,,,"On a generally NE-facing slope; In sandy soil on outwash fans and on rocky hillside.",,,,,,,,,,,,"w/ Juniperus monospermus, Larrea, Prosopis, Mimosa.",,,,,,,,,,,,,,"United States","New Mexico",Hidalgo,,"About 500 m. N of U.S. hwy 80 in a low pass through the Peloncillo mts.",,,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",43668,22,e17a7092-bc4e-42f3-a837-ec8783fbfe5f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147008
147009,NMC,,,PreservedSpecimen,,49952,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"R.W. Spellenberg, M. Spellenberg, J. Reitzel and B. Weber",,5079,1979-04-08,,1979,4,8,98,,,,"generally igneous rock with sparse oak, juniper, and mexican pinyon on rocky hills; on poen south facing slopes in Guadalupe canyon, about 100 m inside N.M.",,"corolla white",,,,,,,,,,,,,,,,,,,,,,,,"United States","New Mexico",Hidalgo,,"In the extreme SW corner of the county, in Guadalupe canyon and tributaries, on and in vicinity of Hadley Ranch",,,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",49952,22,45370fa5-b6a8-47bf-88a8-a326d735a686,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=147009
161890,ASU,Pollen,,PreservedSpecimen,73e780eb-21c9-4417-84d4-5d2d67175f83,1439,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"J. Schoenwetter",,1439,,,,,,,,,"J. Schoenwetter",,,,,,,,,,,,,,,,0,,,,,,,,,,,USA,Arizona,,,,,0,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",1588,10,73e780eb-21c9-4417-84d4-5d2d67175f83,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=161890
212660,USU,UTC,,PreservedSpecimen,USU:UTC:140834,UTC00140834,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"LC Higgins ",,6286,1973-03-24,,1973,3,24,83,,,,"Sandy soil; Larrea-desert shrub comm. ",,,,,,,,,,,,,,,0,,,,,,,,,,,"United States",Arizona,Pima,,"Along Hwy 86  91 mi E of Ajo ",,0,,,,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",140834,16,80212dba-60c4-4b37-8606-9c701d90f584,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=212660
241497,USU,UTC,,PreservedSpecimen,USU:UTC:234308,UTC00234308,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. C. Sanders ",,23850,2001-03-20,,2001,3,20,79,,,"flowers white ","common annual; on alluvial slope with sandy and gravelly surface ",,,,,,,,,,,,"creosote bush scrub ",,,0,,,,,,,,,,,"United States",California,Riverside,,"Western Colorado Desert: Coachella Vlly, Garnet, N side of 19th Ave, 0.5 mi(air) NW of intersxn of I-10 & Indian Ave. ",,0,,33.9105556,-116.5541667,,,,,,,,,235,,,,,,,,,"2023-07-16 07:02:03",234308,16,8581ef56-930b-4260-bb00-492975edca2b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=241497
253796,USU,UTC,,PreservedSpecimen,USU:UTC:247427,UTC00247427,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Arnold Tiehm",,14677,2005-04-25,,2005,4,25,115,,,annual,"Plants growing with Larrea, Ambrosia on rocky hills.",,,,,,,,,,,,,flo,,0,,,,,,,,,,,"United States",Nevada,Nye,,"1.6 road miles S of Oasis Valley Road on road onEside of hills on E side of the Amargosa River.",,0,,37.0625,-116.7061111,,,,,,Label,,,1189,,,,,,,,,"2023-07-16 07:02:03",247427,16,0ae0c2f6-f9b5-409c-b2bf-5b80d37346fe,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=253796
273639,USFS,TEUI,,PreservedSpecimen,028513f5-371d-462e-9470-b6e9f93fc9b5,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"E. Makings","Alexandre Lampros",1914,2005-02-28,,2005,2,28,59,,,,"Sonoran Desertscrub, mostly southern aspect, 15-45% slopes",,"common low annual, flowers white",,,,,,,"common low annual, flowers white",,,"Parkinsonia microphylla, Larrea tridentata, Simmondsia chinensis, Carnegiea gigantea, Encelia farinosa, Hyptis emoryi, Ambrosia deltoidea, Justicia californica, Lycium exertum, lots of spring annuals",,,0,,,,,,,,,,,"United States",Arizona,"Maricopa County",,"Tonto National Forest; Usery Mountains; Wind Cave Trail about 4/5 of the way up.",,0,,33.47858,-111.5973,,,"Lat/Long:  33d  28.715m N 111d 35.837m W;",,,,,,830,,,,,2720,ASU,,,"2005-03-17 10:13:25",278,507,028513f5-371d-462e-9470-b6e9f93fc9b5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=273639
273741,USFS,TEUI,,PreservedSpecimen,01010d16-23bf-4e96-a422-69966a83a9c1,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Elizabeth Makings","Pat Boness, Andrew Casillas",2028,2005-04-08,,2005,4,8,98,,,,"Sonoran Desert, open area with scattered shrubs, most cover herbacous annuals, especially Texas stork's bill; soils - Ustertic Haplargids fine, smectitic thermic; high clay, skeletal",,"common prostrate annual, flowers white",,,,,,,"common prostrate annual, flowers white",,,"Simmondsia chinensis, Lycium, Ziziphus obtusifolia, Opuntia engelmannii, Cylindropuntia acanthacarpa, Parkinsonia microphylla, Prosopis velutina,  Sphaeralcea,  annuals: Erodium texanum, E. cicutarium, Lupinus sparsiflorus, Lesquerella gordonii, Plagiobothrys arizonicus, Bromus rubens, Lotus spp., Platago spp., Eriogonum spp., Amsinckia, Cryptantha",,,0,,,,,,,,,,,"United States",Arizona,Gila,,"Tonto National Forest; Greenback Creek Quad map; Twin Buttes in Tonto Basin, about 2 air miles north of the northern tip of Theodore Roosevelt Reservoir, east of Tonto Creek; about 1 mile southeast along  A-Cross  Rd. (also known as FR 60) after it crosses Tonto Creek. At base of the southeast side of the buttes",,0,,33.78843,-111.2281,,,"Lat/Long:  33d  47.306m N 111d 13.683m W;",,,,,,740,,,,,2420,,,,"2005-05-12 16:20:57",386,507,01010d16-23bf-4e96-a422-69966a83a9c1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=273741
274712,USFS,TEUI,,PreservedSpecimen,c9c012d1-4f60-4c94-8f29-904b6f0031b1,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Elizabeth Makings","Andy Casillas",2868-b,2008-04-08,,2008,4,8,99,,,,"seasonal drainage, sparse cottonwood - willow - tamarisk",,,,,,,,,,,,"uplands: Carnegiea gigantea, Prosopis velutina, Dodonea viscosa, Simmondsia chinensis, Lycium exertum, Acacia greggii, Eriogonum fasciculatum; riparian: Celtis pallida, Salix gooddingii, Ambrosia ambrosioides, Populus fremontii",,,0,,,,,,,,,,,"United States",Arizona,"Pinal County",,"Tonto National Forest; Picketpost Mtn. Quad; Whitford Canyon near intersection of FR 982 and 650; just below confluence of Wood Camp Canyon and Reavis Trail Canyon.",,0,,33.34695,-111.1329,,,"Lat/Long:  33d  20.817m N 111d 7.977m W;",,,,,,870,,,,,2848,,,,"2008-06-24 13:39:21",1358,507,c9c012d1-4f60-4c94-8f29-904b6f0031b1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=274712
278730,USON,USON,,PreservedSpecimen,d0526eba-61a3-4762-a599-cb4eafeff1af,00786,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. Meling",,SN,1986-03-13,,1986,3,13,72,,13-Marzo-1986,,,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,Huachinera,,"El Coyote, Huachineras, Son.",,0,,29.973333,-109.048333,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",2946,7,d0526eba-61a3-4762-a599-cb4eafeff1af,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278730
278731,USON,USON,,PreservedSpecimen,5ca16116-e004-4dbc-8d8f-61eeb88c6487,03488,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. Meling",,29,1986-03-12,,1986,3,12,71,,12-Marzo-1986,,,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,"Agua Prieta",,"Colonia, Morelos.",,0,,30.826944,-109.223889,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",2947,7,5ca16116-e004-4dbc-8d8f-61eeb88c6487,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278731
278732,USON,USON,,PreservedSpecimen,44282ce8-099a-4289-86a0-bedbad86facd,08539,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"R.S. Felger",,85-600,1985-03-11,,1985,3,11,70,,11-Marzo-1985,"Common. Desert plain, sandy soil",,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,Guaymas,,"ca. 2 km SE of Rancho San Alfonso on road to Bahía San Pedro",,0,,28.099444,-111.221389,,,,,,,,,492,,,,,,,,,"2023-07-16 07:02:03",2948,7,44282ce8-099a-4289-86a0-bedbad86facd,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278732
278734,USON,USON,,PreservedSpecimen,62bdc649-6e57-4dfd-a1da-19f7b9605eec,08661,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. Búrquez",,92-333b,1992-01-09,,1992,1,9,9,,9-Enero-1992,"Herbácea anual de la flora de invierno, abundante en sitios planos. Cerros graníticos con rocas masivas y planicies arenosas.",,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,Hermosillo,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,0,,29.016667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",2950,7,62bdc649-6e57-4dfd-a1da-19f7b9605eec,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278734
278736,USON,USON,,PreservedSpecimen,c87b7a34-7d79-4715-a92b-c3947ce28a3e,08663,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. Búrquez","R.S. Felger, A. Quijada",91-62,1991-02-13,,1991,2,13,44,,13-Febrero-1991,"Herbácea anual de invierno, común en todos los hábitats. Cerros graníticos con rocas masivas y planicies arenosas. Límite sur, loma granítica. Ladera norte.",,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,Hermosillo,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,0,,29.016667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",2952,7,c87b7a34-7d79-4715-a92b-c3947ce28a3e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278736
278737,USON,USON,,PreservedSpecimen,e6cae0f8-b25f-4c11-9457-a8db460c4a5b,08664,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"A. Búrquez","A. Quijada",91-130a,1991-02-20,,1991,2,20,51,,20-Febrero-1991,"Herbácea anual de invierno, común en todos los hábitats. Cerros graníticos con rocas masivas y planicies arenosas. Arroyo arenoso amplio. Sitio plano muy perturbado, al Este de las instalaciones del Centro Ecológico de Sonora.",,,,,,,,,,,,,,,,0,,,,,,,,,,,México,Sonora,Hermosillo,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,0,,29.016667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",2953,7,e6cae0f8-b25f-4c11-9457-a8db460c4a5b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278737
278738,USON,USON,,PreservedSpecimen,c47d635b-4b76-4385-be50-a52499516a2e,11248,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"T.R. Van Devender",,,,,,,"T.R. Van Devender","A.L. Reina G.",2003-139,2003-03-08,,2003,3,8,67,,"8 Marzo 2003","Locally uncommon.","Sonora desetscrub.",,"Locally uncommon annual in disturbed soil; flowers white.",,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"Sonora: Municipio de Imuris, 7.2 km north of the turn off to Magdalena on MEX 15.",,,,30.71666667,-110.8705556,,,,,,,,,927,,,,,,,,,"2023-07-16 07:02:03",2954,7,c47d635b-4b76-4385-be50-a52499516a2e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278738
278741,USON,USON,,PreservedSpecimen,3a3a2513-880c-4e83-b6ed-f53ee35b3111,13520,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"T.R. Van Devender",2007,,,,,,"R.L. Minckley",,SN,2005-03-31,,2005,3,31,90,,"31 Marzo 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"30 km east of Agua Prieta Hwy. 2 & Río San Bernardino. Mesa on west side of Rancho San Bernardo.",,,,31.32083333,-109.2908333,,,,,,,,,1157,,,,,,,,,"2023-07-16 07:02:03",2957,7,3a3a2513-880c-4e83-b6ed-f53ee35b3111,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=278741
281612,USON,USON,,PreservedSpecimen,46d9db64-47df-4536-83a2-eee1eef29931,12229,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"R.S. Felger",2004,,,,,,"Tor Hansen","Michael Woodin, John Woodin, Ann Woodin, Richard S. Felger",19321,1970-03-23,,1970,3,23,82,,"23 Marzo 1970",Común.,,,Common.,,,,,,,,,,"Larrea, Fouquieria splendens, Carnegiea, Franseria dumosa.",,,,,,,,,,,,,,México,Sonora,,,"Rocky mesa with small arroyos, ca. 1 mile south of Pinacate Peak, Sierra Pinacate.",,,,,,,,,,,,,,875,,,,,,,,,"2023-07-16 07:02:03",12229,7,46d9db64-47df-4536-83a2-eee1eef29931,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=281612
284580,USON,USON,,PreservedSpecimen,0510c6ba-9419-49ba-ac1e-3e6468831bec,8660,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"A. Búrquez",1993,,,,,,"A. Búrquez M.","M.A. Quintana",93-62,1993-02-24,,1993,2,24,55,,"24 Febrero 1993",Abundante.,"Cerros graníticos con rocas masivas y planicies arenosas.",,"Herbácea anual de la flora de invierno, abundante en sitios planos.",,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,,,29.01666667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",8660,7,0510c6ba-9419-49ba-ac1e-3e6468831bec,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=284580
284793,USON,USON,,PreservedSpecimen,20f5e399-a118-4544-8728-26ad50fad450,8662,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"A. Búrquez",1995,,,,,,"A. Búrquez M.","M.A. Quintana, A. Martínez",95-104,1995-01-15,,1995,1,15,15,,"15 Enero 1995",Abundante.,"Cerros graníticos con rocas masivas y planicies arenosas.",,"Herbácea anual de la flora de invierno, abundante en sitios planos.",,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,,,29.01666667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",8662,7,20f5e399-a118-4544-8728-26ad50fad450,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=284793
285208,USON,USON,,PreservedSpecimen,0f7f505e-12df-418d-a2ca-b98e31b25aae,8664,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"R.S. Felger",1995,,,,,,"A. Búrquez M.","A. Quijada",91-130a,1991-02-20,,1991,2,20,51,,"20 Febrero 1991",Común.,"Cerros graníticos con rocas masivas y planicies arenosas. Arroyo arenoso amplio. Sitio plano muy perturbado, al Este de las instalaciones del Centro Ecológico de Sonora.",,"Herbácea anual de invierno, común en todos los hábitats.",,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"2.5 km al Sur de Hermosillo, Son. Al Este del Cerro las Víboras.",,,,29.01666667,-110.95,,,,,,,,,250,,,,,,,,,"2023-07-16 07:02:03",8664,7,0f7f505e-12df-418d-a2ca-b98e31b25aae,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=285208
286125,USON,USON,,PreservedSpecimen,c7eb1208-7aa0-4458-97e0-8776315db8f5,8539,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,,,,,,,,"Richard S. Felger",,85-600,1985-03-11,,1985,3,11,70,,"11 Marzo 1985",,,,"Common. Desert plain, sandy soil",,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"ca. 2 km SE of Rancho San Alfonso on road to Bahía San Pedro",,,,28.09944444,-111.2213889,,,,,,,,,492,,,,,,,,,"2023-07-16 07:02:03",8539,7,c7eb1208-7aa0-4458-97e0-8776315db8f5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=286125
286249,USON,USON,,PreservedSpecimen,db5e7db8-93dc-4430-899e-b12e8707a7de,3488,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Pectocarya",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Pectocarya recurvata",1791,"I.M. Johnston",Pectocarya,,recurvata,,,Species,"Agustín Flores M.",1998,,,,,,"A. Meling",,29,1986-03-12,,1986,3,12,71,,"12 Marzo 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,México,Sonora,,,"Colonia, Morelos.",,,,30.82694444,-109.2238889,,,,,,,,,,,,,,,,,,"2023-07-16 07:02:03",3488,7,db5e7db8-93dc-4430-899e-b12e8707a7de,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=286249
